schema name,table name,column name,data type,max length,is nullable,column order
Synapse,vwQuestionAnswer,Answer_RadioCustom,nvarchar,4000,1,22
Synapse,vwQuestionAnswer,Answer_Radio,nvarchar,4000,1,23
Synapse,vwQuestionAnswer,Answer_TextArea,nvarchar,8000,1,24
Synapse,vwQuestionAnswer,Answer_Combined,nvarchar,8000,1,25
Synapse,vwQuestionAnswer,Answer_Explanation,nvarchar,8000,1,26
Synapse,vwQuestionAnswer,Answer_Submit,nvarchar,200,1,27
Synapse,vwQuestionAnswer,Answer_TenantId,int,4,1,28
Synapse,vwQuestionAnswer,Answer_MultiSelectValues,nvarchar,8000,1,29
Synapse,vwQuestionAnswer,Answer_AnswerText,nvarchar,8000,1,30
Synapse,vwQuestionAnswer,Answer_AdditionalText,nvarchar,8000,1,31
Synapse,vwQuestionAnswer,Answer_JsonId,nvarchar,400,1,32
Synapse,vwQuestionAnswer,Answer_MaxPossibleScore,decimal,17,1,33
Synapse,vwQuestionAnswer,Answer_Score,decimal,17,1,34
Synapse,vwQuestionAnswer,Answer_RiskStatus,int,4,1,35
Synapse,vwQuestionAnswer,Answer_RiskStatusCode,varchar,14,1,36
Synapse,vwQuestionAnswer,Answer_RiskStatusCalc,numeric,5,1,37
Synapse,vwQuestionAnswer,Answer_Compliance,int,4,1,38
Synapse,vwQuestionAnswer,Answer_ResponderId,bigint,8,1,39
Synapse,vwQuestionAnswer,Answer_ReviewerComment,nvarchar,-1,1,40
Synapse,vwQuestionAnswer,completed_flag,int,4,0,41
Synapse,vwQuestionAnswer,Answer_ResponseCount,int,4,1,42
Synapse,vwQuestionAnswer,QA_UpdateTime,datetime2,8,1,43
Synapse,vwQuestionAssignment,QuestionAssignment_pk,int,4,0,1
Synapse,vwQuestionAssignment,Assessment_ID,bigint,8,0,2
Synapse,vwQuestionAssignment,TenantId,int,4,1,3
Synapse,vwQuestionAssignment,Question_ID,int,4,0,4
Synapse,vwQuestionAssignment,AssigneeUserId,bigint,8,1,5
Synapse,vwQuestionAssignment,Answer_ID,int,4,1,6
Synapse,vwQuestionAssignment,Answer_ResponderId,bigint,8,1,7
Synapse,vwQuestionAssignment,QA_UpdateTime,datetime2,8,1,8
Synapse,vwQuestionGroup,QuestionGroup_ID,int,4,0,1
Synapse,vwQuestionGroup,QuestionGroup_CreationTime,datetime2,8,0,2
Synapse,vwQuestionGroup,QuestionGroup_CreatorUserId,bigint,8,1,3
Synapse,vwQuestionGroup,QuestionGroup_LastModifierUserId,bigint,8,1,4
Synapse,vwQuestionGroup,QuestionGroup_DeleterUserId,bigint,8,1,5
Synapse,vwQuestionGroup,QuestionGroup_DeletionTime,datetime2,8,1,6
Synapse,vwQuestionGroup,QuestionGroup_Name,nvarchar,8000,1,7
Synapse,vwQuestionGroup,QuestionGroup_Description,nvarchar,8000,1,8
Synapse,vwQuestionGroup,QuestionGroup_TenantId,int,4,0,9
Synapse,vwQuestionGroup,QuestionGroup_Explanation,nvarchar,2000,1,10
Synapse,vwQuestionGroup,QuestionGroup_Type,int,4,0,11
Synapse,vwQuestionGroup,QuestionGroup_TypeCode,varchar,12,1,12
Synapse,vwQuestionGroup,QuestionGroup_Compliance,int,4,0,13
Synapse,vwQuestionGroup,QuestionGroup_ComplianceCode,varchar,19,0,14
Synapse,vwQuestionGroup,QuestionGroup_Code,nvarchar,1000,1,15
Synapse,vwQuestionGroup,QuestionGroup_UpdateTime,datetime2,8,1,16
Synapse,vwQuestionGroupAnswers,Question_ID,int,4,0,1
Synapse,vwQuestionGroupAnswers,Question_Name,nvarchar,1000,1,2
Synapse,vwQuestionGroupAnswers,Question_Description,nvarchar,8000,1,3
Synapse,vwQuestionGroupAnswers,Question_Order,int,4,0,4
Synapse,vwQuestionGroupAnswers,Question_File,varbinary,-1,1,5
Synapse,vwQuestionGroupAnswers,Question_Type,int,4,0,6
Synapse,vwQuestionGroupAnswers,Question_TypeCode,varchar,18,0,7
Synapse,vwQuestionGroupAnswers,Question_AssessmentDomainId,int,4,0,8
Synapse,vwQuestionGroupAnswers,Question_ComponentStr,nvarchar,-1,1,9
Synapse,vwQuestionGroupAnswers,Question_VendorDocumentRequired,bit,1,0,10
Synapse,vwQuestionGroupAnswers,Question_Code,nvarchar,200,1,11
Synapse,vwQuestionGroupAnswers,Question_TenantId,int,4,0,12
Synapse,vwQuestionGroupAnswers,Question_Weighting,float,8,0,13
Synapse,vwQuestionGroupAnswers,Question_RiskStatus,int,4,0,14
Synapse,vwQuestionGroupAnswers,Question_Condition,int,4,1,15
Synapse,vwQuestionGroupAnswers,Question_HasConditionalLogic,bit,1,0,16
Synapse,vwQuestionGroupAnswers,Question_IsVisibleIfConditional,bit,1,0,17
Synapse,vwQuestionGroupAnswers,Question_HiddenInSurveyForConditional,bit,1,0,18
Synapse,vwQuestionGroupAnswers,Question_DisplayDocumentUpload,bit,1,0,19
Synapse,vwQuestionGroupAnswers,Question_QuestionGroupId,int,4,1,20
Synapse,vwQuestionGroupAnswers,Question_QuestionGroupResponseId,int,4,1,21
Synapse,vwQuestionGroupAnswers,Question_Suborder,nvarchar,8000,1,22
Synapse,vwQuestionGroupAnswers,Question_RootQuestionId,int,4,1,23
Synapse,vwQuestionGroupAnswers,Question_ParentQuestionId,int,4,1,24
Synapse,vwQuestionGroupAnswers,Question_IsMandatory,bit,1,0,25
Synapse,vwQuestionGroupAnswers,Question_IdRef,nvarchar,200,1,26
Synapse,vwQuestionGroupAnswers,Question_IsDeleted,bit,1,0,27
Synapse,vwQuestionGroupAnswers,Question_PK,nvarchar,8000,1,28
Synapse,vwQuestionGroupAnswers,Question_UpdateTime,datetime2,8,1,29
Synapse,vwQuestionGroupAnswers,Question_IsActive,bit,1,1,30
Synapse,vwQuestionGroupAnswers,QuestionGroup_ID,int,4,0,31
Synapse,vwQuestionGroupAnswers,QuestionGroup_CreationTime,datetime2,8,0,32
Synapse,vwQuestionGroupAnswers,QuestionGroup_CreatorUserId,bigint,8,1,33
Synapse,vwQuestionGroupAnswers,QuestionGroup_LastModifierUserId,bigint,8,1,34
Synapse,vwQuestionGroupAnswers,QuestionGroup_DeleterUserId,bigint,8,1,35
Synapse,vwQuestionGroupAnswers,QuestionGroup_DeletionTime,datetime2,8,1,36
Synapse,vwQuestionGroupAnswers,QuestionGroup_Name,nvarchar,8000,1,37
Synapse,vwQuestionGroupAnswers,QuestionGroup_Description,nvarchar,8000,1,38
Synapse,vwQuestionGroupAnswers,QuestionGroup_TenantId,int,4,0,39
Synapse,vwQuestionGroupAnswers,QuestionGroup_Explanation,nvarchar,-1,1,40
Synapse,vwQuestionGroupAnswers,QuestionGroup_Type,int,4,0,41
Synapse,vwQuestionGroupAnswers,QuestionGroup_TypeCode,varchar,12,1,42
Synapse,vwQuestionGroupAnswers,QuestionGroup_Compliance,int,4,0,43
Synapse,vwQuestionGroupAnswers,QuestionGroup_ComplianceCode,varchar,19,0,44
Synapse,vwQuestionGroupAnswers,QuestionGroup_Code,nvarchar,-1,1,45
Synapse,vwQuestionGroupAnswers,QuestionGroup_UpdateTime,datetime2,8,1,46
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_ID,int,4,0,47
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_TenantId,int,4,0,48
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_Response,nvarchar,8000,1,49
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_QuestionGroupId,int,4,0,50
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_Order,nvarchar,2,1,51
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_IdRef,nvarchar,100,1,52
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_CreationTime,datetime2,8,0,53
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_CreatorUserId,bigint,8,1,54
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_LastModificationTime,datetime2,8,1,55
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_LastModifierUserId,bigint,8,1,56
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_DeleterUserId,bigint,8,1,57
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_DeletionTime,datetime2,8,1,58
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_AssessmentResponseId,bigint,8,0,59
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_Compliance,int,4,0,60
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_Code,nvarchar,-1,1,61
Synapse,vwQuestionGroupAnswers,QuestionGroupResponse_UpdateTime,datetime2,8,1,62
Synapse,vwQuestionGroupAnswers,Answer_ID,int,4,0,63
Synapse,vwQuestionGroupAnswers,Answer_CreatorUserId,bigint,8,1,64
Synapse,vwQuestionGroupAnswers,Answer_AssessmentResponseId,bigint,8,0,65
Synapse,vwQuestionGroupAnswers,Answer_QuestionId,int,4,1,66
Synapse,vwQuestionGroupAnswers,Answer_ComponentStr,nvarchar,-1,1,67
Synapse,vwQuestionGroupAnswers,Answer_RadioCustom,nvarchar,4000,1,68
Synapse,vwQuestionGroupAnswers,Answer_Radio,nvarchar,4000,1,69
Synapse,vwQuestionGroupAnswers,Answer_MultiSelectValues,nvarchar,8000,1,70
Synapse,vwQuestionGroupAnswers,Answer_TextArea,nvarchar,8000,1,71
Synapse,vwQuestionGroupAnswers,Answer_Combined,nvarchar,8000,1,72
Synapse,vwQuestionGroupAnswers,Answer_Explanation,nvarchar,8000,1,73
Synapse,vwQuestionGroupAnswers,Answer_Submit,nvarchar,200,1,74
Synapse,vwQuestionGroupAnswers,Answer_JsonId,nvarchar,400,1,75
Synapse,vwQuestionGroupAnswers,Answer_Status,int,4,0,76
Synapse,vwQuestionGroupAnswers,Answer_StatusCode,varchar,11,0,77
Synapse,vwQuestionGroupAnswers,Answer_TenantId,int,4,0,78
Synapse,vwQuestionGroupAnswers,Answer_MaxPossibleScore,decimal,9,1,79
Synapse,vwQuestionGroupAnswers,Answer_Score,decimal,9,1,80
Synapse,vwQuestionGroupAnswers,Answer_RiskStatus,int,4,0,81
Synapse,vwQuestionGroupAnswers,Answer_RiskStatusCalc,numeric,5,1,82
Synapse,vwQuestionGroupAnswers,Answer_RiskStatusCode,varchar,14,0,83
Synapse,vwQuestionGroupAnswers,Answer_Compliance,int,4,0,84
Synapse,vwQuestionGroupAnswers,Answer_ResponderId,bigint,8,1,85
Synapse,vwQuestionGroupAnswers,Answer_ReviewerComment,nvarchar,-1,1,86
Synapse,vwQuestionGroupAnswers,Answer_Version,bigint,8,1,87
Synapse,vwQuestionGroupAnswers,Answer_IsCurrent,int,4,0,88
Synapse,vwQuestionGroupAnswers,Answer_PK,varchar,48,0,89
Synapse,vwQuestionGroupAnswers,Answer_UpdateTime,datetime2,8,1,90
Synapse,vwQuestionGroupAnswers,NullScore,int,4,1,91
Synapse,vwQuestionGroupAnswers,NullComments,int,4,1,92
Synapse,vwQuestionGroupAnswers,QGA_Updatetime,datetime2,8,1,93
Synapse,vwQuestionProvisionControlList,Id,int,4,0,1
Synapse,vwQuestionProvisionControlList,ProvisionControlList,nvarchar,-1,1,2
Synapse,vwQuestionProvisionControlList,Tenant_Id,int,4,0,3
Synapse,vwQuestionProvisionControlList,Question_Id,int,4,0,4
Synapse,vwQuestionProvisionControlList,QPC_UpdateTime,datetime2,8,1,5
Synapse,vwQuestionTagList,Question_Id,int,4,0,1
Synapse,vwQuestionTagList,Question_TagList,nvarchar,8000,1,2
Synapse,vwQuestionTagList,QuestionTagsList_UpdateTime,datetime2,8,1,3
Synapse,vwQuestionTags,QuestionTags_ID,int,4,0,1
Synapse,vwQuestionTags,QuestionTags_CreationTime,datetime2,8,0,2
Synapse,vwQuestionTags,QuestionTags_CreatorUserId,bigint,8,1,3
Synapse,vwQuestionTags,QuestionTags_TenantId,int,4,0,4
Synapse,vwQuestionTags,QuestionTags_QuestionId,int,4,0,5
Synapse,vwQuestionTags,QuestionTags_TagId,int,4,0,6
Synapse,vwQuestionTags,QuestionTags_UpdateTime,datetime2,8,1,7
Synapse,vwQuestionTagsJoined,QuestionTags_ID,int,4,0,1
Synapse,vwQuestionTagsJoined,QuestionTags_TagId,int,4,0,2
Synapse,vwQuestionTagsJoined,QuestionTags_QuestionId,int,4,0,3
Synapse,vwQuestionTagsJoined,QuestionTags_CreationTime,datetime2,8,0,4
Synapse,vwQuestionTagsJoined,QuestionTags_CreatorUserId,bigint,8,1,5
Synapse,vwQuestionTagsJoined,Tags_Name,nvarchar,8000,1,6
Synapse,vwQuestionTagsJoined,TagName_List,nvarchar,2000,1,7
Synapse,vwQuestionTagsJoined,Tags_Description,nvarchar,8000,1,8
Synapse,vwQuestionTagsJoined,Tags_Type,int,4,1,9
Synapse,vwQuestionTagsJoined,Tags_TenantId,int,4,1,10
Synapse,vwQuestionTagsJoined,QuestionTagsJoined_UpdateTime,datetime2,8,1,11
Synapse,vwQuestionTargetResponse,Question_ID,int,4,0,1
Synapse,vwQuestionTargetResponse,Question_Name,nvarchar,1000,1,2
Synapse,vwQuestionTargetResponse,Question_AssessmentDomainId,int,4,0,3
Synapse,vwQuestionTargetResponse,Question_TenantId,int,4,0,4
Synapse,vwQuestionTargetResponse,Question_Weighting,float,8,0,5
Synapse,vwQuestionTargetResponse,Question_IdRef,nvarchar,200,1,6
Synapse,vwQuestionTargetResponse,Question_IsTargetResponse,int,4,0,7
Synapse,vwQuestionTargetResponse,Question_OptionRank,int,4,1,8
Synapse,vwQuestionTargetResponse,Question_TargetScore,float,8,1,9
Synapse,vwQuestionTargetResponse,Target_Weight,float,8,1,10
Synapse,vwQuestionTargetResponse,Question_TargetResponse,nvarchar,8000,1,11
Synapse,vwQuestionTargetResponse,Question_TargetRiskStatus,decimal,5,1,12
Synapse,vwQuestionTargetResponse,Question_TargetRiskStatusCode,varchar,14,0,13
Synapse,vwQuestionTargetResponse,Question_TargetRiskStatusCalc,numeric,5,1,14
Synapse,vwQuestionTargetResponse,Question_PK,nvarchar,8000,1,15
Synapse,vwQuestionTargetResponse,QTR_UpdateTime,datetime2,8,1,16
Synapse,vwQuestionToIssueActionsList,Question_Id,int,4,0,1
Synapse,vwQuestionToIssueActionsList,IssueActionsList,varchar,1000,1,2
Synapse,vwQuestionToIssueActionsList,QIssueAssessment_UpdateTime,datetime2,8,1,3
Synapse,vwQuestionToIssuesList,Question_Id,int,4,0,1
Synapse,vwQuestionToIssuesList,IssuesList,varchar,1000,1,2
Synapse,vwQuestionToIssuesList,QuestionToIssuesList_UpdateTime,datetime2,8,1,3
Synapse,vwQuestionToRiskList,Question_Id,int,4,0,1
Synapse,vwQuestionToRiskList,RiskList,varchar,-1,1,2
Synapse,vwQuestionToRiskList,QuestionToRiskList_UpdateTime,datetime2,8,1,3
Synapse,vwQuestionVendorUser,QuestionVendorUser_ID,int,4,0,1
Synapse,vwQuestionVendorUser,QuestionVendorUser_CreatorUserId,bigint,8,1,2
Synapse,vwQuestionVendorUser,QuestionVendorUser_UserId,bigint,8,1,3
Synapse,vwQuestionVendorUser,QuestionVendorUser_QuestionId,int,4,0,4
Synapse,vwQuestionVendorUser,QuestionVendorUser_AssessmentId,bigint,8,0,5
Synapse,vwQuestionVendorUser,QuestionVendorUser_TenantId,int,4,0,6
Synapse,vwQuestionVendorUser,QuestionVendorUser_OrganizationUnitId,bigint,8,1,7
Synapse,vwQuestionVendorUser,QuestionVendorUser_PK,varchar,72,0,8
Synapse,vwQuestionVendorUser,QuestionVendorUser_UpdateTime,datetime2,8,1,9
Synapse,vwRegister,Register_Id,bigint,8,0,1
Synapse,vwRegister,Register_RegisterName,nvarchar,140,0,2
Synapse,vwRegister,Register_Description,nvarchar,-1,1,3
Synapse,vwRegister,Register_EntityType,int,4,0,4
Synapse,vwRegister,Register_RegisterRecordLabel,nvarchar,40,1,5
Synapse,vwRegister,Register_RegisterRecordLabelPlural,nvarchar,40,1,6
Synapse,vwRegister,Register_IsWorkflowEnabled,bit,1,0,7
Synapse,vwRegister,Register_MigratedFromRegisterId,bigint,8,1,8
Synapse,vwRegister,Register_TenantId,int,4,0,9
Synapse,vwRegister,Register_Uuid,uniqueidentifier,16,0,10
Synapse,vwRegister,Register_CreationTime,datetime2,8,0,11
Synapse,vwRegister,Register_CreatorUserId,bigint,8,1,12
Synapse,vwRegister,Register_LastModificationTime,datetime2,8,1,13
Synapse,vwRegister,Register_LastModifierUserId,bigint,8,1,14
Synapse,vwRegister,Register_Color,int,4,0,15
Synapse,vwRegister,Register_Icon,int,4,0,16
Synapse,vwRegister,Register_UpdateTime,datetime2,8,1,17
Synapse,vwRegisterRecord,RegisterRecord_Id,bigint,8,0,1
Synapse,vwRegisterRecord,RegisterRecord_TenantId,int,4,0,2
Synapse,vwRegisterRecord,RegisterRecord_Name,nvarchar,8000,1,3
Synapse,vwRegisterRecord,RegisterRecord_Description,nvarchar,8000,1,4
Synapse,vwRegisterRecord,RegisterRecord_Status,int,4,0,5
Synapse,vwRegisterRecord,RegisterRecord_StatusCode,varchar,10,0,6
Synapse,vwRegisterRecord,RegisterRecord_ResolvedDate,datetime2,8,1,7
Synapse,vwRegisterRecord,RegisterRecord_PublishedById,bigint,8,1,8
Synapse,vwRegisterRecord,RegisterRecord_ReportedBy,nvarchar,8000,1,9
Synapse,vwRegisterRecord,RegisterRecord_StageCode,nvarchar,128,1,10
Synapse,vwRegisterRecord,RegisterRecord_WorkflowStageId,int,4,1,11
Synapse,vwRegisterRecord,RegisterRecord_IsArchived,bit,1,0,12
Synapse,vwRegisterRecord,RegisterRecord_RecordedDate,date,3,1,13
Synapse,vwRegisterRecord,RegisterRecord_CreationTime,datetime2,8,0,14
Synapse,vwRegisterRecord,RegisterRecord_ReportedTime,datetime2,8,1,15
Synapse,vwRegisterRecord,RegisterRecord_UpdatedTime,datetime2,8,1,16
Synapse,vwRegisterRecord,RegisterRecord_DueDate,datetime2,8,1,17
Synapse,vwRegisterRecord,RegisterRecord_IdRef,bigint,8,0,18
Synapse,vwRegisterRecord,RegisterRecord_Priority,int,4,1,19
Synapse,vwRegisterRecord,RegisterRecord_PriorityCode,varchar,13,0,20
Synapse,vwRegisterRecord,RegisterRecord_RegisterId,bigint,8,0,21
Synapse,vwReportUserAccess,ReportingPlatformId,uniqueidentifier,16,1,1
Synapse,vwReportUserAccess,User_Id,bigint,8,0,2
Synapse,vwReportUserAccess,Tenant_Id,int,4,1,3
Synapse,vwReportUserAccess,ReportUserAccess_Updatetime,datetime2,8,1,4
Synapse,vwReportUserAccess,ReportUserAccess_pk,int,4,0,5
Synapse,vwRisk,Risk_Id,int,4,0,1
Synapse,vwRisk,Risk_TenantId,int,4,1,2
Synapse,vwRisk,Risk_AbpTenants_Name,nvarchar,256,1,3
Synapse,vwRisk,Risk_Name,varchar,500,1,4
Synapse,vwRisk,Risk_Description,nvarchar,8000,1,5
Synapse,vwRisk,Risk_Status,int,4,0,6
Synapse,vwRisk,Risk_IdRef,varchar,30,1,7
Synapse,vwRisk,Risk_StatusCode,varchar,10,0,8
Synapse,vwRisk,Risk_AbstractRiskId,int,4,1,9
Synapse,vwRisk,Risk_RiskReviewId,int,4,1,10
Synapse,vwRisk,Risk_CommonCause,nvarchar,8000,1,11
Synapse,vwRisk,Risk_CreationTime,datetime2,8,0,12
Synapse,vwRisk,Risk_LastModificationTime,datetime2,8,1,13
Synapse,vwRisk,Risk_SnapshotDate,datetime2,8,1,14
Synapse,vwRisk,Risk_LikelyImpact,nvarchar,8000,1,15
Synapse,vwRisk,Risk_IdentifiedBy,bigint,8,1,16
Synapse,vwRisk,Risk_FavouriteRiskAssessmentId,int,4,1,17
Synapse,vwRisk,Risk_WorkflowStageId,int,4,1,18
Synapse,vwRisk,Risk_TreatmentDecisionId,bigint,8,1,19
Synapse,vwRisk,Risk_TreatmentStatusId,int,4,0,20
Synapse,vwRisk,Risk_TreatmentStatusCode,varchar,21,0,21
Synapse,vwRisk,Risk_RiskRatingId,int,4,1,22
Synapse,vwRisk,Risk_Rating,nvarchar,100,1,23
Synapse,vwRisk,Risk_NULL_Risk,int,4,1,24
Synapse,vwRisk,Risk_IsArchived,bit,1,1,25
Synapse,vwRisk,Risk_IsShared,int,4,1,26
Synapse,vwRisk,Risk_UpdateTime,datetime2,8,1,27
Synapse,vwRpt_TenantVendorGroup,Rpt_TenantVendorGroup_Id,bigint,8,0,1
Synapse,vwRpt_TenantVendorGroup,Rpt_TenantVendorGroup_TenantId,int,4,0,2
Synapse,vwRpt_TenantVendorGroup,Rpt_TenantVendorGroup_VendorGroupId,bigint,8,0,3
Synapse,vwRpt_TenantVendorGroup,Rpt_TenantVendorGroup_SpokeId,bigint,8,0,4
Synapse,vwRpt_TenantVendorGroup,Rpt_TenantVendorGroup_CreationTime,datetime2,8,0,5
Synapse,vwRpt_TenantVendorGroup,Rpt_TenantVendorGroup_CreatorUserId,bigint,8,1,6
Synapse,vwRpt_TenantVendorGroup,Rpt_TenantVendorGroup_LastModificationTime,datetime2,8,1,7
Synapse,vwRpt_TenantVendorGroup,Rpt_TenantVendorGroup_LastModifierUserId,bigint,8,1,8
Synapse,vwRpt_TenantVendorGroup,Rpt_TenantVendorGroup_DeleterUserId,bigint,8,1,9
Synapse,vwRpt_TenantVendorGroup,Rpt_TenantVendorGroup_DeletionTime,datetime2,8,1,10
Synapse,vwRpt_TenantVendorGroup,Rpt_TenantVendorGroup_UpdateTime,datetime2,8,1,11
Synapse,vwRpt_VendorGroup,Rpt_VendorGroup_Id,bigint,8,0,1
Synapse,vwRpt_VendorGroup,Rpt_VendorGroup_TenantId,int,4,0,2
Synapse,vwRpt_VendorGroup,Rpt_VendorGroup_VendorGroupId,bigint,8,0,3
Synapse,vwRpt_VendorGroup,Rpt_VendorGroup_PathLevel,int,4,0,4
Synapse,vwRpt_VendorGroup,Rpt_VendorGroup_Level1Group,nvarchar,500,1,5
Synapse,vwRpt_VendorGroup,Rpt_VendorGroup_Level2Group,nvarchar,500,1,6
Synapse,vwRpt_VendorGroup,Rpt_VendorGroup_Level3PlusGroups,nvarchar,500,1,7
Synapse,vwRpt_VendorGroup,Rpt_VendorGroup_CreationTime,datetime2,8,0,8
Synapse,vwRpt_VendorGroup,Rpt_VendorGroup_CreatorUserId,bigint,8,1,9
Synapse,vwRpt_VendorGroup,Rpt_VendorGroup_LastModificationTime,datetime2,8,1,10
Synapse,vwRpt_VendorGroup,Rpt_VendorGroup_LastModifierUserId,bigint,8,1,11
Synapse,vwRpt_VendorGroup,Rpt_VendorGroup_DeleterUserId,bigint,8,1,12
Synapse,vwRpt_VendorGroup,Rpt_VendorGroup_DeletionTime,datetime2,8,1,13
Synapse,vwRpt_VendorGroup,Rpt_VendorGroup_UpdateTime,datetime2,8,1,14
Synapse,vwTags,Tags_ID,int,4,0,1
Synapse,vwTags,Tags_Name,nvarchar,8000,1,2
Synapse,vwTags,Tags_Description,nvarchar,8000,1,3
Synapse,vwTags,Tags_Type,int,4,0,4
Synapse,vwTags,Tags_TenantId,int,4,0,5
Synapse,vwTags,Tags_UpdateTime,datetime2,8,1,6
Synapse,vwTenantVendor,TenantVendor_Id,bigint,8,0,1
Synapse,vwTenantVendor,TenantVendor_TenantId,int,4,0,2
Synapse,vwTenantVendor,TenantVendor_VendorId,int,4,1,3
Synapse,vwTenantVendor,TenantVendor_Criticality,nvarchar,8000,1,4
Synapse,vwTenantVendor,TenantVendor_Geography,nvarchar,8000,1,5
Synapse,vwTenantVendor,TenantVendor_Industry,nvarchar,8000,1,6
Synapse,vwTenantVendor,TenantVendor_InherentRisk,nvarchar,8000,1,7
Synapse,vwTenantVendor,TenantVendor_InherentRiskCode,nvarchar,-1,1,8
Synapse,vwTenantVendor,TenantVendor_IsArchived,bit,1,0,9
Synapse,vwTenantVendor,TenantVendor_Website,nvarchar,8000,1,10
Synapse,vwTenantVendor,TenantVendor_Name,nvarchar,8000,1,11
Synapse,vwTenantVendor,TenantVendor_CreatorUserId,bigint,8,1,12
Synapse,vwTenantVendor,TenantVendor_CreationTime,datetime2,8,0,13
Synapse,vwTenantVendor,TenantVendor_ContactEmail,nvarchar,-1,1,14
Synapse,vwTenantVendor,TenantVendor_UpdateTime,datetime2,8,1,15
Synapse,vwThirdPartyCustomTable,TenantVendor_Id,bigint,8,0,1
Synapse,vwThirdPartyCustomTable,CustomFieldValue,varchar,100,1,2
Synapse,vwThirdPartyCustomTable,CustomFieldName,varchar,100,1,3
Synapse,vwThirdPartyCustomTable,ThirdPartyCustomTable_UpdateTime,datetime2,8,1,4
Synapse,vwThirdPartyCustomTable,ThirdPartyCustomTable_pk,int,4,0,5
Synapse,vwThirdPartyTag,ThirdPartyTag_Id,int,4,0,1
Synapse,vwThirdPartyTag,ThirdPartyTag_CreationTime,datetime2,8,0,2
Synapse,vwThirdPartyTag,ThirdPartyTag_CreatorUserId,bigint,8,1,3
Synapse,vwThirdPartyTag,ThirdPartyTag_LastModificationTime,datetime2,8,1,4
Synapse,vwThirdPartyTag,ThirdPartyTag_LastModifierUserId,bigint,8,1,5
Synapse,vwThirdPartyTag,ThirdPartyTag_IsDeleted,bit,1,0,6
Synapse,vwThirdPartyTag,ThirdPartyTag_DeleterUserId,bigint,8,1,7
Synapse,vwThirdPartyTag,ThirdPartyTag_DeletionTime,datetime2,8,1,8
Synapse,vwThirdPartyTag,ThirdPartyTag_TagId,int,4,0,9
Synapse,vwThirdPartyTag,ThirdPartyTag_TenantVendorId,bigint,8,0,10
Synapse,vwThirdPartyTag,ThirdPartyTag_TenantId,int,4,0,11
Synapse,vwThirdPartyTag,ThirdPartyTag_UpdateTime,datetime2,8,1,12
